id,status,slug,platform,durationSeconds,title,hook,dialogue,evidence
"DGR-VM-146","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-quiet-demo","Instagram Reels","12","Networking: Quiet demo — vpn import","Watch the workflow.","Watch the workflow. OpenVPN and OpenConnect import support is included in both editions.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-147","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-proof-card","YouTube Shorts","16","Networking: Proof card — vpn import","OpenVPN and OpenConnect import support is included in both editions.","OpenVPN and OpenConnect import support is included in both editions. The evidence path is included below so you can check it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-148","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-before-you-install","Snapchat Spotlight","27","Networking: Before you install — vpn import","Before you install anything, this is worth checking on your own hardware: OpenVPN and OpenConnect import support is included in both editions.","Before you install anything, this is worth checking on your own hardware: OpenVPN and OpenConnect import support is included in both editions.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-149","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-honest-limitation","TikTok","22","Networking: Honest limitation — vpn import","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. OpenVPN and OpenConnect import support is included in both editions. We will show both.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-150","SCRIPTED_WAITING_FOR_VM_FOOTAGE","vpn-import-founder-voice","Instagram Reels","36","Networking: Founder-style voice — vpn import","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. OpenVPN and OpenConnect import support is included in both editions. Here is the real interface, not a mockup.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-151","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-human-question","YouTube Shorts","18","Media: Human question — media codecs","You might be wondering, “Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.” Let’s look at the actual screen and the limitation that goes with it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-152","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-screen-first","Snapchat Spotlight","14","Media: Screen first — media codecs","Here it is on a running Dagric system: Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","Here it is on a running Dagric system: Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-153","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-three-beats","TikTok","24","Media: Three-beat explainer — media codecs","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-154","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-owner-scenario","Instagram Reels","30","Media: Owner scenario — media codecs","Imagine this is the PC you already use.","Imagine this is the PC you already use. Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins. Here is the cautious way to try it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-155","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-myth-check","YouTube Shorts","20","Media: Myth check — media codecs","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-156","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-quiet-demo","Snapchat Spotlight","12","Media: Quiet demo — media codecs","Watch the workflow.","Watch the workflow. Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-157","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-proof-card","TikTok","16","Media: Proof card — media codecs","Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-158","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-before-you-install","Instagram Reels","27","Media: Before you install — media codecs","Before you install anything, this is worth checking on your own hardware: Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","Before you install anything, this is worth checking on your own hardware: Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-159","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-honest-limitation","YouTube Shorts","22","Media: Honest limitation — media codecs","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins. We will show both.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-160","SCRIPTED_WAITING_FOR_VM_FOOTAGE","media-codecs-founder-voice","Snapchat Spotlight","36","Media: Founder-style voice — media codecs","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Both editions include a broad GStreamer/libav codec set; the measured test image reported 269 plugins. Here is the real interface, not a mockup.","docs/FIELD-NOTES-2026-08-15.md — What already works"
"DGR-VM-161","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-human-question","TikTok","18","Documents: Human question — office font fidelity","You might be wondering, “LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.” Let’s look at the actual screen and the limitation that goes with it.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-162","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-screen-first","Instagram Reels","14","Documents: Screen first — office font fidelity","Here it is on a running Dagric system: LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","Here it is on a running Dagric system: LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-163","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-three-beats","YouTube Shorts","24","Documents: Three-beat explainer — office font fidelity","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-164","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-owner-scenario","Snapchat Spotlight","30","Documents: Owner scenario — office font fidelity","Imagine this is the PC you already use.","Imagine this is the PC you already use. LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents. Here is the cautious way to try it.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-165","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-myth-check","TikTok","20","Documents: Myth check — office font fidelity","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-166","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-quiet-demo","Instagram Reels","12","Documents: Quiet demo — office font fidelity","Watch the workflow.","Watch the workflow. LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-167","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-proof-card","YouTube Shorts","16","Documents: Proof card — office font fidelity","LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents. The evidence path is included below so you can check it.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-168","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-before-you-install","Snapchat Spotlight","27","Documents: Before you install — office font fidelity","Before you install anything, this is worth checking on your own hardware: LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","Before you install anything, this is worth checking on your own hardware: LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-169","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-honest-limitation","TikTok","22","Documents: Honest limitation — office font fidelity","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents. We will show both.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-170","SCRIPTED_WAITING_FOR_VM_FOOTAGE","office-font-fidelity-founder-voice","Instagram Reels","36","Documents: Founder-style voice — office font fidelity","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. LibreOffice ships with metric-compatible fonts intended to reduce layout shifts in common Office documents. Here is the real interface, not a mockup.","docs/TEST-REPORT.md — Gap analysis; docs/FIELD-NOTES-2026-08-15.md"
"DGR-VM-171","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-human-question","YouTube Shorts","18","Laptop support: Human question — fingerprint and thermal","You might be wondering, “Fingerprint login components and thermald are included for supported laptops.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Fingerprint login components and thermald are included for supported laptops.” Let’s look at the actual screen and the limitation that goes with it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-172","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-screen-first","Snapchat Spotlight","14","Laptop support: Screen first — fingerprint and thermal","Here it is on a running Dagric system: Fingerprint login components and thermald are included for supported laptops.","Here it is on a running Dagric system: Fingerprint login components and thermald are included for supported laptops.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-173","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-three-beats","TikTok","24","Laptop support: Three-beat explainer — fingerprint and thermal","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Fingerprint login components and thermald are included for supported laptops.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-174","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-owner-scenario","Instagram Reels","30","Laptop support: Owner scenario — fingerprint and thermal","Imagine this is the PC you already use.","Imagine this is the PC you already use. Fingerprint login components and thermald are included for supported laptops. Here is the cautious way to try it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-175","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-myth-check","YouTube Shorts","20","Laptop support: Myth check — fingerprint and thermal","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Fingerprint login components and thermald are included for supported laptops.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-176","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-quiet-demo","Snapchat Spotlight","12","Laptop support: Quiet demo — fingerprint and thermal","Watch the workflow.","Watch the workflow. Fingerprint login components and thermald are included for supported laptops.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-177","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-proof-card","TikTok","16","Laptop support: Proof card — fingerprint and thermal","Fingerprint login components and thermald are included for supported laptops.","Fingerprint login components and thermald are included for supported laptops. The evidence path is included below so you can check it.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-178","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-before-you-install","Instagram Reels","27","Laptop support: Before you install — fingerprint and thermal","Before you install anything, this is worth checking on your own hardware: Fingerprint login components and thermald are included for supported laptops.","Before you install anything, this is worth checking on your own hardware: Fingerprint login components and thermald are included for supported laptops.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-179","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-honest-limitation","YouTube Shorts","22","Laptop support: Honest limitation — fingerprint and thermal","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Fingerprint login components and thermald are included for supported laptops. We will show both.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-180","SCRIPTED_WAITING_FOR_VM_FOOTAGE","fingerprint-and-thermal-founder-voice","Snapchat Spotlight","36","Laptop support: Founder-style voice — fingerprint and thermal","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Fingerprint login components and thermald are included for supported laptops. Here is the real interface, not a mockup.","docs/TEST-REPORT.md — Gap analysis"
"DGR-VM-181","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-human-question","TikTok","18","Performance: Human question — zram measurement","You might be wondering, “One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.” Let’s look at the actual screen and the limitation that goes with it.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-182","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-screen-first","Instagram Reels","14","Performance: Screen first — zram measurement","Here it is on a running Dagric system: One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","Here it is on a running Dagric system: One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-183","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-three-beats","YouTube Shorts","24","Performance: Three-beat explainer — zram measurement","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-184","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-owner-scenario","Snapchat Spotlight","30","Performance: Owner scenario — zram measurement","Imagine this is the PC you already use.","Imagine this is the PC you already use. One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram. Here is the cautious way to try it.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-185","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-myth-check","TikTok","20","Performance: Myth check — zram measurement","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-186","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-quiet-demo","Instagram Reels","12","Performance: Quiet demo — zram measurement","Watch the workflow.","Watch the workflow. One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-187","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-proof-card","YouTube Shorts","16","Performance: Proof card — zram measurement","One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-188","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-before-you-install","Snapchat Spotlight","27","Performance: Before you install — zram measurement","Before you install anything, this is worth checking on your own hardware: One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","Before you install anything, this is worth checking on your own hardware: One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-189","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-honest-limitation","TikTok","22","Performance: Honest limitation — zram measurement","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram. We will show both.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-190","SCRIPTED_WAITING_FOR_VM_FOOTAGE","zram-measurement-founder-voice","Instagram Reels","36","Performance: Founder-style voice — zram measurement","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. One measured 3 GB test system compressed 433 MB of pages into 51 MB of RAM using zstd zram. Here is the real interface, not a mockup.","docs/FIELD-NOTES-2026-08-15.md — zram"
"DGR-VM-191","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-human-question","YouTube Shorts","18","Performance: Human question — idle memory measurement","You might be wondering, “A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.” Let’s look at the actual screen and the limitation that goes with it.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-192","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-screen-first","Snapchat Spotlight","14","Performance: Screen first — idle memory measurement","Here it is on a running Dagric system: A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","Here it is on a running Dagric system: A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-193","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-three-beats","TikTok","24","Performance: Three-beat explainer — idle memory measurement","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-194","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-owner-scenario","Instagram Reels","30","Performance: Owner scenario — idle memory measurement","Imagine this is the PC you already use.","Imagine this is the PC you already use. A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness. Here is the cautious way to try it.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-195","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-myth-check","YouTube Shorts","20","Performance: Myth check — idle memory measurement","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-196","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-quiet-demo","Snapchat Spotlight","12","Performance: Quiet demo — idle memory measurement","Watch the workflow.","Watch the workflow. A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-197","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-proof-card","TikTok","16","Performance: Proof card — idle memory measurement","A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-198","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-before-you-install","Instagram Reels","27","Performance: Before you install — idle memory measurement","Before you install anything, this is worth checking on your own hardware: A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","Before you install anything, this is worth checking on your own hardware: A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-199","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-honest-limitation","YouTube Shorts","22","Performance: Honest limitation — idle memory measurement","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness. We will show both.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-200","SCRIPTED_WAITING_FOR_VM_FOOTAGE","idle-memory-measurement-founder-voice","Snapchat Spotlight","36","Performance: Founder-style voice — idle memory measurement","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. A measured installed Plasma session used about 642 MB PSS after subtracting the demo harness. Here is the real interface, not a mockup.","docs/FIELD-NOTES-2026-08-15.md — memory number"
"DGR-VM-201","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-human-question","TikTok","18","Installation: Human question — iso to usb writer","You might be wondering, “Double-clicking an ISO now opens the USB Writer path instead of failing silently.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “Double-clicking an ISO now opens the USB Writer path instead of failing silently.” Let’s look at the actual screen and the limitation that goes with it.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-202","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-screen-first","Instagram Reels","14","Installation: Screen first — iso to usb writer","Here it is on a running Dagric system: Double-clicking an ISO now opens the USB Writer path instead of failing silently.","Here it is on a running Dagric system: Double-clicking an ISO now opens the USB Writer path instead of failing silently.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-203","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-three-beats","YouTube Shorts","24","Installation: Three-beat explainer — iso to usb writer","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. Double-clicking an ISO now opens the USB Writer path instead of failing silently.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-204","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-owner-scenario","Snapchat Spotlight","30","Installation: Owner scenario — iso to usb writer","Imagine this is the PC you already use.","Imagine this is the PC you already use. Double-clicking an ISO now opens the USB Writer path instead of failing silently. Here is the cautious way to try it.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-205","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-myth-check","TikTok","20","Installation: Myth check — iso to usb writer","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: Double-clicking an ISO now opens the USB Writer path instead of failing silently.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-206","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-quiet-demo","Instagram Reels","12","Installation: Quiet demo — iso to usb writer","Watch the workflow.","Watch the workflow. Double-clicking an ISO now opens the USB Writer path instead of failing silently.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-207","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-proof-card","YouTube Shorts","16","Installation: Proof card — iso to usb writer","Double-clicking an ISO now opens the USB Writer path instead of failing silently.","Double-clicking an ISO now opens the USB Writer path instead of failing silently. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-208","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-before-you-install","Snapchat Spotlight","27","Installation: Before you install — iso to usb writer","Before you install anything, this is worth checking on your own hardware: Double-clicking an ISO now opens the USB Writer path instead of failing silently.","Before you install anything, this is worth checking on your own hardware: Double-clicking an ISO now opens the USB Writer path instead of failing silently.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-209","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-honest-limitation","TikTok","22","Installation: Honest limitation — iso to usb writer","The useful feature is real, and so is the boundary.","The useful feature is real, and so is the boundary. Double-clicking an ISO now opens the USB Writer path instead of failing silently. We will show both.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-210","SCRIPTED_WAITING_FOR_VM_FOOTAGE","iso-to-usb-writer-founder-voice","Instagram Reels","36","Installation: Founder-style voice — iso to usb writer","We built this for people who want to understand what their computer is doing.","We built this for people who want to understand what their computer is doing. Double-clicking an ISO now opens the USB Writer path instead of failing silently. Here is the real interface, not a mockup.","docs/FIELD-NOTES-2026-08-15.md — Fixed this session"
"DGR-VM-211","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-human-question","YouTube Shorts","18","Phone: Human question — phone integration","You might be wondering, “KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.” Let’s look at the actual screen and the limitation that goes with it.","You might be wondering, “KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.” Let’s look at the actual screen and the limitation that goes with it.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
"DGR-VM-212","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-screen-first","Snapchat Spotlight","14","Phone: Screen first — phone integration","Here it is on a running Dagric system: KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.","Here it is on a running Dagric system: KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
"DGR-VM-213","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-three-beats","TikTok","24","Phone: Three-beat explainer — phone integration","Three quick beats: what it is, where it lives, and what you should verify yourself.","Three quick beats: what it is, where it lives, and what you should verify yourself. KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
"DGR-VM-214","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-owner-scenario","Instagram Reels","30","Phone: Owner scenario — phone integration","Imagine this is the PC you already use.","Imagine this is the PC you already use. KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack. Here is the cautious way to try it.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
"DGR-VM-215","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-myth-check","YouTube Shorts","20","Phone: Myth check — phone integration","This is not a promise that every machine behaves the same.","This is not a promise that every machine behaves the same. What Dagric actually documents is: KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
"DGR-VM-216","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-quiet-demo","Snapchat Spotlight","12","Phone: Quiet demo — phone integration","Watch the workflow.","Watch the workflow. KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
"DGR-VM-217","SCRIPTED_WAITING_FOR_VM_FOOTAGE","phone-integration-proof-card","TikTok","16","Phone: Proof card — phone integration","KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack.","KDE Connect is included for phone integration, and Bluetooth file transfer remains available without pulling in an unrelated GNOME contacts stack. The evidence path is included below so you can check it.","docs/FIELD-NOTES-2026-08-15.md — Bluetooth correction"
